tail_num,aircraft_manufacturer,aircraft_model,engine,first_flight
N799AN,Boeing,777,2 x RR Trent 892,22/02/2001
N750AN,Boeing,777,2 x RR Trent 892,16/03/2001
N752AN,Boeing,777,2 x RR Trent 892,26/04/2001
N753AN,Boeing,777,2 x RR Trent 892,14/05/2001
N754AN,Boeing,777,2 x RR Trent 892,01/06/2001
N755AN,Boeing,777,2 x RR Trent 892,20/07/2001
N756AM,Boeing,777,2 x RR Trent 892,10/08/2001
N706DN,Boeing,777,2 x GE GE90-110B1L,23/03/2009
N216UA,Boeing,777,2 x PW PW4090,07/07/2000
N217UA,Boeing,777,2 x PW PW4090,28/07/2000
N219UA,Boeing,777,2 x PW PW4090,20/12/2000
N221UA,Boeing,777,2 x PW PW4090,14/06/2001
N222UA,Boeing,777,2 x PW PW4090,12/07/2001
N225UA,Boeing,777,2 x PW PW4090,30/11/2001
N227UA,Boeing,777,2 x PW PW4090,21/12/2001
N228UA,Boeing,777,2 x PW PW4090,24/01/2002
N229UA,Boeing,777,2 x PW PW4090,14/02/2002
N796AN,Boeing,777,2 x RR Trent 892,09/12/2000
N798AN,Boeing,777,2 x RR Trent 892,09/02/2001
N751AN,Boeing,777,2 x RR Trent 892,26/03/2001
N777UK,Boeing,777,2 x RR Trent 892,20/06/2001
N760AN,Boeing,777,2 x RR Trent 892,13/12/2001
N761AJ,Boeing,777,2 x RR Trent 892,11/03/2002
N762AN,Boeing,777,2 x RR Trent 892,11/04/2002
N734AR,Boeing,777,2 x GE GE90-115B1,15/10/2015
N717AN,Boeing,777,2 x GE GE90-115B1,17/10/2012
N721AN,Boeing,777,2 x GE GE90-115B1,19/02/2013
N722AN,Boeing,777,2 x GE GE90-115B1,01/04/2013
N724AN,Boeing,777,2 x GE GE90-115B1,03/06/2013
N732AN,Boeing,777,2 x GE GE90-115B1,09/11/2014
N726AN,Boeing,777,2 x GE GE90-115B1,21/11/2013
N728AN,Boeing,777,2 x GE GE90-115B1,19/03/2014
N730AN,Boeing,777,2 x GE GE90-115B1,18/06/2014
N78017,Boeing,777,2 x GE GE90-92B,27/02/2002
N37018,Boeing,777,2 x GE GE90-92B,02/04/2002
N69020,Boeing,777,2 x GE GE90-92B,30/03/2007
N703DN,Boeing,777,2 x GE GE90-110B1L,23/02/2009
N735AT,Boeing,777,2 x GE GE90-115B1,28/01/2016
N757AN,Boeing,777,2 x RR Trent 892,14/09/2001
N758AN,Boeing,777,2 x RR Trent 892,25/10/2001
N759AN,Boeing,777,2 x RR Trent 892,30/11/2001
N765AN,Boeing,777,2 x RR Trent 892,06/03/2003
N766AN,Boeing,777,2 x RR Trent 892,18/06/2003
N880FD,Boeing,777,2 x GE GE90-110B1L,14/07/2008
N882FD,Boeing,777,2 x GE GE90-110B1L,04/11/2009
N723AN,Boeing,777,2 x GE GE90-115B1,30/04/2013
N729AN,Boeing,777,2 x GE GE90-115B1,23/04/2014
N720AN,Boeing,777,2 x GE GE90-115B1,23/01/2013
N731AN,Boeing,777,2 x GE GE90-115B1,15/09/2014
N733AR,Boeing,777,2 x GE GE90-115B1,06/01/2015
N736AT,Boeing,777,2 x GE GE90-115B1,18/02/2016
N767AJ,Boeing,777,2 x RR Trent 892,06/03/2006
N768AA,Boeing,777,2 x RR Trent 892,16/05/2006
N727AN,Boeing,777,2 x GE GE90-115B1,27/01/2014
N819AX,Boeing,777,2 x RR Trent 892,06/05/2004
N828AX,Boeing,777,2 x RR Trent 892,14/04/2005
N77019,Boeing,777,2 x GE GE90-92B,07/03/2007
N704GT,Boeing,777,2 x GE GE90-110B1,16/03/2009
N772CK,Boeing,777,2 x GE GE90-110B1,20/05/2009
N846AX,Boeing,777,2 x RR Trent 892,07/02/2007
N884FD,Boeing,777,2 x GE GE90-110B1L,02/02/2011
N844FD,Boeing,777,2 x GE GE90-110B1L,15/11/2011
N850FD,Boeing,777,2 x GE GE90-110B1L,19/09/2009
N851FD,Boeing,777,2 x GE GE90-110B1L,25/11/2009
N852FD,Boeing,777,2 x GE GE90-110B1L,01/02/2010
N853FD,Boeing,777,2 x GE GE90-110B1L,16/11/2009
N854FD,Boeing,777,2 x GE GE90-110B1L,16/08/2010
N855FD,Boeing,777,2 x GE GE90-110B1L,01/09/2010
N856FD,Boeing,777,2 x GE GE90-110B1L,21/07/2010
N857FD,Boeing,777,2 x GE GE90-110B1L,03/08/2010
N858FD,Boeing,777,2 x GE GE90-110B1L,29/05/2011
N859FD,Boeing,777,2 x GE GE90-110B1L,21/08/2013
N860FD,Boeing,777,2 x GE GE90-110B1L,02/05/2019
N861FD,Boeing,777,2 x GE GE90-110B1L,23/10/2011
N862FD,Boeing,777,2 x GE GE90-110B1L,31/10/2011
N863FD,Boeing,777,2 x GE GE90-110B1L,23/02/2012
N864FD,Boeing,777,2 x GE GE90-110B1L,26/04/2012
N774SA,Boeing,777,2 x GE GE90-115B1L,14/01/2010
N775SA,Boeing,777,2 x GE GE90-115B1L,23/02/2010
N714SA,Boeing,777,2 x GE GE90-115B1L,05/03/2012
N777SA,Boeing,777,2 x GE GE90-115B1L,08/04/2012
N702GT,Boeing,777,2 x GE GE90-110B1L,06/08/2012
N892FD,Boeing,777,2 x GE GE90-110B1L,25/08/2011
N842FD,Boeing,777,2 x GE GE90-110B1L,15/07/2011
N707DN,Boeing,777,2 x GE GE90-110B1L,17/04/2009
N708DN,Boeing,777,2 x GE GE90-110B1L,13/05/2009
N883FD,Boeing,777,2 x GE GE90-110B1L,27/09/2010
N843FD,Boeing,777,2 x GE GE90-110B1L,25/09/2011
N76021,Boeing,777,2 x GE GE90-92B,22/04/2010
N77022,Boeing,777,2 x GE GE90-92B,14/07/2010
N709DN,Boeing,777,2 x GE GE90-110B1L,25/02/2010
N710DN,Boeing,777,2 x GE GE90-110B1L,15/03/2010
N865FD,Boeing,777,2 x GE GE90-110B1,01/08/2019
N866FD,Boeing,777,2 x GE GE90-110B1,14/09/2019
N868FD,Boeing,777,2 x GE GE90-110B1L,03/07/2015
N869FD,Boeing,777,2 x GE GE90-110B1L,09/09/2015
N876FD,Boeing,777,2 x GE GE90-110B1L,20/06/2019
N877FD,Boeing,777,2 x GE GE90-110B1L,15/02/2018
N878FD,Boeing,777,2 x GE GE90-110B1L,17/10/2017
N879FD,Boeing,777,2 x GE GE90-110B1L,11/10/2018
N885FD,Boeing,777,2 x GE GE90-110B1L,26/09/2011
N886FD,Boeing,777,2 x GE GE90-110B1L,15/08/2012
N887FD,Boeing,777,2 x GE GE90-110B1L,17/09/2012
N889FD,Boeing,777,2 x GE GE90-110B1L,26/10/2012
N890FD,Boeing,777,2 x GE GE90-110B1L,16/07/2012
N891FD,Boeing,777,2 x GE GE90-110B1L,08/06/2018
N703GT,Boeing,777,2 x GE GE90-110B1L,02/10/2012
N718AN,Boeing,777,2 x GE GE90-115B1,15/11/2012
N725AN,Boeing,777,2 x GE GE90-115B1,07/07/2013
N719AN,Boeing,777,2 x GE GE90-115B1,20/12/2012
N893FD,Boeing,777,2 x GE GE90-110B1L,Unknown
N894FD,Boeing,777,2 x GE GE90-110B1,13/07/2019
N895FD,Boeing,777,2 x GE GE90-110B1L,23/10/2013
N896FD,Boeing,777,2 x GE GE90-110B1L,11/01/2019
N888FD,Boeing,777,2 x GE GE90-110B1L,04/11/2017
N897FD,Boeing,777,2 x GE GE90-110B1L,13/11/2017
N2331U,Boeing,777,2 x GE GE90-115B,20/11/2016
N2332U,Boeing,777,2 x GE GE90-115B,13/12/2016
N2333U,Boeing,777,2 x GE GE90-115B,12/01/2017
N2534U,Boeing,777,2 x GE GE90-115B,03/02/2017
N2135U,Boeing,777,2 x GE GE90-115B,22/02/2017
N2737U,Boeing,777,2 x GE GE90-115B,11/03/2017
N2136U,Boeing,777,2 x GE GE90-115B,03/03/2017
N2138U,Boeing,777,2 x GE GE90-115B,22/03/2017
N2639U,Boeing,777,2 x GE GE90-115B,30/03/2017
N2140U,Boeing,777,2 x GE GE90-115B,07/04/2017
N2341U,Boeing,777,2 x GE GE90-115B,01/05/2017
N2142U,Boeing,777,2 x GE GE90-115B,11/05/2017
N2243U,Boeing,777,2 x GE GE90-115B,07/06/2017
N2644U,Boeing,777,2 x GE GE90-115B,17/06/2017
N779XW,Boeing,777,2 x GE9X-105B1A,25/01/2020
N779XX,Boeing,777,2 x GE9X-105B1A,30/04/2020
N2645U,Boeing,777,2 x GE GE90-115B,01/03/2018
N2846U,Boeing,777,2 x GE GE90-115B,17/03/2018
N2747U,Boeing,777,2 x GE GE90-115B,30/03/2018
N2748U,Boeing,777,2 x GE GE90-115B,02/11/2018
N779XY,Boeing,777,2 x GE9X-105B1A,03/08/2020
N705GT,Boeing,777,2 x GE GE90-115B1L,17/04/2019
N706GT,Boeing,777,2 x GE GE90-115B,02/06/2019
N773CK,Boeing,777,2 x GE GE90-110B1,30/01/2020
N774CK,Boeing,777,2 x GE GE90-110B1,08/02/2020
N845FD,Boeing,777,2 x GE GE90-110B1,18/05/2020
N846FD,Boeing,777,2 x GE GE90-115B,13/08/2020
N2749U,Boeing,777,2 x GE GE90-115B,27/11/2019
N2250U,Boeing,777,2 x GE GE90-115B,17/12/2019
N2251U,Boeing,777,2 x GE GE90-115B,22/01/2020
N2352U,Boeing,777,2 x GE GE90-115B,28/02/2020
N27901,Boeing,787,2 x GEnx-1B,13/12/2012
N26902,Boeing,787,2 x GEnx-1B,04/11/2012
N27903,Boeing,787,2 x GEnx-1B,07/12/2012
N20904,Boeing,787,2 x GEnx-1B,19/08/2012
N45905,Boeing,787,2 x GEnx-1B,21/11/2012
N26910,Boeing,787,2 x GEnx-1B,14/02/2014
N26909,Boeing,787,2 x GEnx-1B,15/12/2013
N28912,Boeing,787,2 x GEnx-1B,04/06/2014
N26906,Boeing,787,2 x GEnx-1B,20/10/2012
N29907,Boeing,787,2 x GEnx-1B,10/07/2013
N961AM,Boeing,787,2 x GEnx-1B,21/07/2013
N964AM,Boeing,787,2 x GEnx-1B,22/09/2013
N965AM,Boeing,787,2 x GEnx-1B,11/10/2013
N966AM,Boeing,787,2 x GEnx-1B,25/02/2014
N967AM,Boeing,787,2 x GEnx-1B,25/03/2014
N30913,Boeing,787,2 x GEnx-1B,22/11/2014
N36962,Boeing,787,2 x Genx-1b74/75/P1,06/11/2015
N27908,Boeing,787,2 x GEnx-1B,02/10/2013
N38950,Boeing,787,2 x GEnx-1B,11/07/2014
N19951,Boeing,787,2 x GEnx-1B,16/10/2014
N26952,Boeing,787,2 x Genx-1b74/75/P1,05/02/2015
N35953,Boeing,787,2 x GENX-1B75/P2,07/02/2015
N13954,Boeing,787,2 x Genx-1b74/75/P1,06/03/2015
N27958,Boeing,787,2 x Genx-1b74/75/P1,03/09/2015
N27959,Boeing,787,2 x Genx-1b74/75/P1,09/09/2015
N26960,Boeing,787,2 x Genx-1b74/75/P1,13/10/2015
N27957,Boeing,787,2 x Genx-1b74/75/P1,15/08/2015
N782AM,Boeing,787,2 x GEnx-1B,05/08/2015
N783AM,Boeing,787,2 x GEnx-1B,23/10/2015
N780AV,Boeing,787,2 x RR Trent 1000,20/09/2014
N781AV,Boeing,787,2 x RR Trent 1000,22/10/2014
N782AV,Boeing,787,2 x RR Trent 1000,28/10/2014
N783AV,Boeing,787,2 x RR Trent 1000,14/11/2014
N784AV,Boeing,787,2 x RR Trent 1000,20/04/2015
N785AV,Boeing,787,2 x RR Trent 1000,17/09/2015
N786AV,Boeing,787,2 x RR Trent 1000,16/11/2015
N791AV,Boeing,787,2 x RR Trent 1000,20/07/2016
N792AV,Boeing,787,2 x RR Trent 1000,29/08/2016
N793AV,Boeing,787,2 x RR Trent 1000,23/11/2016
N29961,Boeing,787,2 x Genx-1b74/75/P1,30/10/2015
N17963,Boeing,787,2 x Genx-1b74/75/P1,09/01/2016
N27964,Boeing,787,2 x Genx-1b74/75/P1,05/02/2016
N38955,Boeing,787,2 x GEnx-1B,30/04/2015
N27965,Boeing,787,2 x Genx-1b74/75/P1,09/02/2016
N446AM,Boeing,787,2 x GENX-1B76A/P2,19/05/2018
N794AV,Boeing,787,2 x RR Trent 1000,22/02/2017
N795AV,Boeing,787,2 x RR Trent 1000,22/10/2017
N800AN,Boeing,787,2 x GEnx-1B,06/01/2015
N801AC,Boeing,787,2 x GEnx-1B,09/02/2015
N802AN,Boeing,787,2 x GEnx-1B,20/02/2015
N803AL,Boeing,787,2 x GEnx-1B,18/03/2015
N804AN,Boeing,787,2 x GEnx-1B,12/04/2015
N805AN,Boeing,787,2 x GEnx-1B,10/04/2015
N806AA,Boeing,787,2 x GEnx-1B,06/06/2015
N807AA,Boeing,787,2 x GEnx-1B,01/07/2015
N808AN,Boeing,787,2 x GEnx-1B,21/07/2015
N809AA,Boeing,787,2 x GEnx-1B,15/08/2015
N810AN,Boeing,787,2 x GEnx-1B,10/09/2015
N811AB,Boeing,787,2 x GEnx-1B,23/10/2015
N812AA,Boeing,787,2 x GEnx-1B,04/12/2015
N813AN,Boeing,787,2 x GEnx-1B,13/01/2016
N814AA,Boeing,787,2 x GEnx-1B,21/01/2016
N815AA,Boeing,787,2 x GEnx-1B,29/04/2016
N816AA,Boeing,787,2 x GEnx-1B,08/05/2016
N817AN,Boeing,787,2 x GEnx-1B,13/01/2017
N819AN,Boeing,787,2 x GEnx-1B,27/03/2017
N832AA,Boeing,787,2 x Genx-1b74/75/P1,04/11/2017
N821AN,Boeing,787,2 x Genx-1b74/75/P1,08/09/2016
N823AN,Boeing,787,2 x Genx-1b74/75/P1,17/11/2016
N822AN,Boeing,787,2 x Genx-1b74/75/P1,30/09/2016
N824AN,Boeing,787,2 x Genx-1b74/75/P1,07/12/2016
N825AA,Boeing,787,2 x Genx-1b74/75/P1,21/12/2016
N833AA,Boeing,787,2 x Genx-1b74/75/P1,28/11/2017
N839AA,Boeing,787,2 x Genx-1b74/75/P1,18/10/2018
N827AN,Boeing,787,2 x Genx-1b74/75/P1,23/05/2017
N828AA,Boeing,787,2 x Genx-1b74/75/P1,17/06/2017
N826AN,Boeing,787,2 x Genx-1b74/75/P1,02/05/2017
N830AN,Boeing,787,2 x Genx-1b74/75/P1,23/08/2017
N829AN,Boeing,787,2 x Genx-1b74/75/P1,10/08/2017
N831AA,Boeing,787,2 x Genx-1b74/75/P1,25/09/2017
N834AA,Boeing,787,2 x Genx-1B,18/02/2018
N836AA,Boeing,787,2 x Genx-1b74/75/P1,03/07/2018
N835AN,Boeing,787,2 x Genx-1B,22/06/2018
N840AN,Boeing,787,2 x Genx-1b74/75/P1,08/01/2019
N841AN,Boeing,787,2 x Genx-1b74/75/P1,16/02/2019
N837AN,Boeing,787,2 x Genx-1b74/75/P1,15/08/2018
N838AA,Boeing,787,2 x Genx-1b74/75/P1,24/08/2018
N787BA,Boeing,787,2 x RR Trent 1000,15/12/2009
N787EX,Boeing,787,2 x RR Trent 1000,22/12/2009
N787BX,Boeing,787,2 x RR Trent 1000,14/03/2010
N7874,Boeing,787,2 x RR Trent 1000,24/02/2010
N787FT,Boeing,787,2 x GEnx-1B,16/06/2010
N45956,Boeing,787,2 x GEnx-1B,10/07/2015
N12010,Boeing,787,2 x Genx-1B,04/12/2019
N91007,Boeing,787,2 x GENX-1B76/P2,26/03/2018
N17002,Boeing,787,2 x Genx-1B67/P2,17/10/2018
N13013,Boeing,787,2 x Genx-1B,31/03/2020
N14011,Boeing,787,2 x Genx-1B,20/12/2019
N12003,Boeing,787,2 x Genx-1B,04/12/2018
N14001,Boeing,787,2 x GENX-1B76/P2,03/08/2018
N12005,Boeing,787,2 x GENX-1B76/P2,26/01/2019
N16009,Boeing,787,2 x GENX-1B76/P2,17/04/2019
N24972,Boeing,787,2 x GEnx-1B,11/01/2018
N24973,Boeing,787,2 x GEnx-1B,06/02/2018
N24974,Boeing,787,2 x Genx-1b74/75/,10/02/2018
N438AM,Boeing,787,2 x GENX-1B76A/P2,10/03/2017
N797AV,Boeing,787,2 x RR Trent 1000,11/05/2019
N16008,Boeing,787,2 x GENX-1B76/P2,01/03/2019
N12004,Boeing,787,2 x GENX-1B76/P2,24/01/2019
N12006,Boeing,787,2 x GENX-1B76/P2,16/03/2019
N29968,Boeing,787,2 x Genx-1b74/75/,14/12/2016
N15969,Boeing,787,2 x Genx-1b74/75/,03/02/2017
N26966,Boeing,787,2 x Genx-1b74/75/,05/06/2016
N26967,Boeing,787,2 x Genx-1b74/75/,27/05/2016
N12012,Boeing,787,2 x Genx-1B,21/01/2020
N26970,Boeing,787,2 x Genx-1b74/75/,27/07/2017
N29971,Boeing,787,2 x GEnx-1B,16/12/2017
N183AM,Boeing,787,2 x Genx-1b74/75/p1,07/11/2016
N128AM,Boeing,787,2 x GENX-1B76A/P2,18/03/2019
N796AV,Boeing,787,2 x RR Trent 1000-D3,18/09/2018
N870AX,Boeing,787,2 x GEnx-1B,03/03/2020
N871AY,Boeing,787,2 x GEnx-1B,16/04/2020
N872AN,Boeing,787,2 x GEnx-1B,13/07/2020
N873BB,Boeing,787,2 x GEnx-1B,31/07/2020
N874AN,Boeing,787,2 x GEnx-1B,09/09/2020
N875BD,Boeing,787,2 x GEnx-1B,Unknown
N29975,Boeing,787,2 x Genx-1B,13/01/2020
N24976,Boeing,787,2 x Genx-1B,29/01/2020
N29977,Boeing,787,2 x Genx-1B,17/02/2020
N29978,Boeing,787,2 x Genx-1B,07/03/2020
N24980,Boeing,787,2 x Genx-1B,30/06/2020
N25982,Boeing,787,2 x Genx-1B,19/09/2020
N23983,Boeing,787,2 x Genx-1B,18/09/2020
N24979,Boeing,787,2 x Genx-1B,17/04/2020
N29981,Boeing,787,2 x Genx-1B,09/07/2020
N29984,Boeing,787,2 x Genx-1B,21/09/2020
N29985,Boeing,787,2 x Genx-1B,08/10/2020
N19986,Boeing,787,2 x Genx-1B,Unknown
N28987,Boeing,787,2 x Genx-1B,Unknown
N329BJ,Boeing,737,2 x CFMI LEAP-1B,Unknown
N717DS,Boeing,737,,03/06/2015
N378SC,Boeing,737,2 x CFMI LEAP-1B,06/03/2019
N8703J,Boeing,737,2 x CFMI LEAP-1B,14/04/2016
N713JM,Boeing,737,2 x CFMI CFM56-7B27EB3,06/06/2013
N318SF,Boeing,737,2 x CFMI LEAP-1B,05/04/2019
N37519,Boeing,737,2 x CFMI LEAP-1B,07/04/2019
N316SE,Boeing,737,2 x CFMI LEAP-1B,08/04/2019
N47517,Boeing,737,2 x CFMI LEAP-1B,29/04/2019
N8736J,Boeing,737,2 x CFMI LEAP-1B,01/05/2019
N37518,Boeing,737,2 x CFMI LEAP-1B,19/05/2019
N326SJ,Boeing,737,2 x CFMI LEAP-1B,16/07/2019
N37521,Boeing,737,2 x CFMI LEAP-1B,10/07/2019
N327SK,Boeing,737,2 x CFMI LEAP-1B,29/08/2019
N915AK,Boeing,737,2 x CFMI LEAP-1B,16/08/2019
N27520,Boeing,737,2 x CFMI LEAP-1B,16/07/2019
N8740A,Boeing,737,2 x CFMI LEAP-1B,25/08/2019
N8738K,Boeing,737,2 x CFMI LEAP-1B,09/06/2019
N913AK,Boeing,737,2 x CFMI LEAP-1B,26/06/2019
N8802Q,Boeing,737,2 x CFMI LEAP-1B,06/09/2019
N334SM,Boeing,737,2 x CFMI LEAP-1B,08/10/2019
N329SL,Boeing,737,2 x CFMI LEAP-1B,13/09/2019
N8806Q,Boeing,737,2 x CFMI LEAP-1B,14/10/2019
N8807L,Boeing,737,2 x CFMI LEAP-1B,22/10/2019
N7206U,Boeing,737,2 x CFMI Leap-1B20,22/09/2019
N8800L,Boeing,737,2 x CFMI LEAP-1B,25/09/2019
N8809L,Boeing,737,2 x CFMI LEAP-1B,21/11/2019
N8742M,Boeing,737,2 x CFMI LEAP-1B,14/10/2019
N335SN,Boeing,737,2 x CFMI LEAP-1B,24/10/2019
N306SP,Boeing,737,2 x CFMI LEAP-1B,14/11/2019
N27519,Boeing,737,2 x CFMI LEAP-1B,01/06/2019
N7203U,Boeing,737,2 x CFMI LEAP-1B,21/12/2019
N7818L,Boeing,737,2 x CFMI CFM56-7B22,26/10/1999
N413WN,Boeing,737,2 x CFMI CFM56-7B24,18/09/2001
N409WN,Boeing,737,2 x CFMI CFM56-7B24,28/08/2001
N414WN,Boeing,737,2 x CFMI CFM56-7B24,21/09/2001
N37700,Boeing,737,2 x CFMI CFM56-7B26,06/02/2002
N733SA,Boeing,737,2 x CFMI CFM56-7B24,29/06/1999
N410WN,Boeing,737,2 x CFMI CFM56-7B24,30/08/2001
N407WN,Boeing,737,2 x CFMI CFM56-7B24,13/07/2001
N700GS,Boeing,737,2 x CFMI CFM56-7B24,01/04/1997
N406WN,Boeing,737,2 x CFMI CFM56-7B24,19/06/2001
N411WN,Boeing,737,2 x CFMI CFM56-7B24,04/09/2001
N386DA,Boeing,737,2 x CFMI CFM56-7B26,03/12/1999
N609AS,Boeing,737,2 x CFMI CFM56-7B20,06/08/1999
N408WN,Boeing,737,2 x CFMI CFM56-7B24,17/08/2001
N3771K,Boeing,737,2 x CFMI CFM56-7B26,19/03/2002
N412WN,Boeing,737,2 x CFMI CFM56-7B24,14/09/2001
N732SW,Boeing,737,2 x CFMI CFM56-7B24,25/06/1999
N391DA,Boeing,737,2 x CFMI CFM56-7B26,12/04/2000
N390DA,Boeing,737,2 x CFMI CFM56-7B26,18/03/2000
N397DA,Boeing,737,2 x CFMI CFM56-7B26,08/08/2000
N3736C,Boeing,737,2 x CFMI CFM56-7B26,03/11/2000
N3739P,Boeing,737,2 x CFMI CFM56-7B26,29/11/2000
N560WN,Boeing,737,2 x CFMI CFM56-7B20,28/03/2000
N618AS,Boeing,737,2 x CFMI CFM56-7B20,18/04/2000
N35204,Boeing,737,2 x CFMI CFM56-7B26,29/06/2000
N405WN,Boeing,737,2 x CFMI CFM56-7B24,14/06/2001
N404WN,Boeing,737,2 x CFMI CFM56-7B24,14/06/2001
N403WN,Boeing,737,2 x CFMI CFM56-7B24,02/04/2001
N737LE,Boeing,737,2 x CFMI CFM56-7B26,18/06/1999
N401WN,Boeing,737,2 x CFMI CFM56-7B24,21/03/2001
N418WN,Boeing,737,2 x CFMI CFM56-7B24,01/11/2001
N3730B,Boeing,737,2 x CFMI CFM56-7B26,08/09/2000
N417WN,Boeing,737,2 x CFMI CFM56-7B24,19/10/2001
N3756,Boeing,737,2 x CFMI CFM56-7B26,31/07/2001
N964AN,Boeing,737,2 x CFMI CFM56-7B24,30/04/2001
N966AN,Boeing,737,2 x CFMI CFM56-7B24,31/05/2001
N398DA,Boeing,737,2 x CFMI CFM56-7B26,09/08/2000
N799SW,Boeing,737,2 x CFMI CFM56-7B20,13/02/1998
N36207,Boeing,737,2 x CFMI CFM56-7B26,24/07/2000
N745SW,Boeing,737,2 x CFMI CFM56-7B24,16/03/1999
N781WN,Boeing,737,2 x CFMI CFM56-7B24,16/08/2000
N943AN,Boeing,737,2 x CFMI CFM56-7B24,14/08/2000
N37255,Boeing,737,2 x CFMI CFM56-7B26,05/10/2000
N38257,Boeing,737,2 x CFMI CFM56-7B26,30/10/2000
N33203,Boeing,737,2 x CFMI CFM56-7B26,08/06/2001
N815SY,Boeing,737,2 x CFMI CFM56-7B27,03/05/2002
N744SW,Boeing,737,2 x CFMI CFM56-7B24,10/03/1999
N101TD,Boeing,737,2 x CFMI CFM56-7B26B1,04/11/1998
N739GB,Boeing,737,2 x CFMI CFM56-7B24,29/10/1998
N741SA,Boeing,737,2 x CFMI CFM56-7B24,19/11/1998
N742SW,Boeing,737,2 x CFMI CFM56-7B24,11/12/1998
N73251,Boeing,737,2 x CFMI CFM56-7B26,21/08/2000
N37253,Boeing,737,2 x CFMI CFM56-7B26,31/08/2000
N769SW,Boeing,737,2 x CFMI CFM56-7B24,15/06/2000
N816SY,Boeing,737,2 x CFMI CFM56-7B26,08/03/2001
N3731T,Boeing,737,2 x CFMI CFM56-7B26,11/09/2000
N970AN,Boeing,737,2 x CFMI CFM56-7B24,03/08/2001
N3740C,Boeing,737,2 x CFMI CFM56-7B26,04/12/2000
N887LS,Boeing,737,2 x CFMI CFM56-7B26B1,21/01/1999
N7863A,Boeing,737,2 x CFMI CFM56-7B20,25/03/2002
N7864B,Boeing,737,2 x CFMI CFM56-7B20,16/05/2001
N395DN,Boeing,737,2 x CFMI CFM56-7B26,30/06/2000
N933AN,Boeing,737,2 x CFMI CFM56-7B24,20/04/2000
N883LS,Boeing,737,2 x CFMI CFM56-7B26B1,09/12/1998
N7859B,Boeing,737,2 x CFMI CFM56-7B20,15/02/2002
N5479A,Boeing,737,2 x CFMI CFM56-7B27,24/10/2001
N416WN,Boeing,737,2 x CFMI CFM56-7B24,16/10/2001
N421LV,Boeing,737,2 x CFMI CFM56-7B24,11/12/2001
N33266,Boeing,737,2 x CFMI CFM56-7B26,16/08/2001
N3750D,Boeing,737,2 x CFMI CFM56-7B26,01/06/2001
N3747D,Boeing,737,2 x CFMI CFM56-7B26,02/05/2001
N77261,Boeing,737,2 x CFMI CFM56-7B26,05/07/2001
N33264,Boeing,737,2 x CFMI CFM56-7B26,31/07/2001
N35271,Boeing,737,2 x CFMI CFM56-7B26,08/10/2001
N37267,Boeing,737,2 x CFMI CFM56-7B26,23/08/2001
N76269,Boeing,737,2 x CFMI CFM56-7B26,19/09/2001
N619AS,Boeing,737,2 x CFMI CFM56-7B20,16/06/2000
N271LV,Boeing,737,2 x CFMI CFM56-7B22,03/09/1998
N73276,Boeing,737,2 x CFMI CFM56-7B26,13/02/2002
N5261A,Boeing,737,2 x CFMI CFM56-7B24,16/08/2001
N738A,Boeing,737,2 x CFMI CFM56-7B24,10/10/2000
N566WN,Boeing,737,2 x CFMI CFM56-7B24,24/09/2002
N5179A,Boeing,737,2 x CFMI CFM56-7B27,07/08/2002
N7883A,Boeing,737,2 x CFMI CFM56-7B24,30/08/2001
N551WN,Boeing,737,2 x CFMI CFM56-7B22,20/11/2001
N559WN,Boeing,737,2 x CFMI CFM56-7B22,23/04/2002
N380DA,Boeing,737,2 x CFMI CFM56-7B26,20/08/1999
N324CH,Boeing,737,2 x CFMI CFM56-7B27/3,06/12/2001
N801SY,Boeing,737,2 x CFMI CFM56-7B27,06/02/2001
N27734,Boeing,737,2 x CFMI CFM56-7B24,30/08/1999
N16732,Boeing,737,2 x CFMI CFM56-7B24,07/08/1999
N7853B,Boeing,737,2 x CFMI CFM56-7B20,01/10/2001
N288DP,Boeing,737,2 x CFMI CFM56-7B20,25/03/2003
N24729,Boeing,737,2 x CFMI CFM56-7B24,01/07/1999
N16234,Boeing,737,2 x CFMI CFM56-7B26,15/07/1999
N889LS,Boeing,737,2 x CFMI CFM56-7B22,30/10/1998
N7856A,Boeing,737,2 x CFMI CFM56-7B20,03/12/2001
N428WN,Boeing,737,2 x CFMI CFM56-7B24,31/10/2002
N817SY,Boeing,737,2 x CFMI CFM56-7B27,12/04/2001
N814SY,Boeing,737,2 x CFMI CFM56-7B27,20/10/2001
N480CH,Boeing,737,2 x CFMI CFM56-7B26,24/10/1998
N3732J,Boeing,737,2 x CFMI CFM56-7B26,20/09/2000
N3735D,Boeing,737,2 x CFMI CFM56-7B26,17/10/2000
N3738B,Boeing,737,2 x CFMI CFM56-7B26,20/11/2000
N7824A,Boeing,737,2 x CFMI CFM56-7B22,22/03/2001
N15751,Boeing,737,2 x CFMI CFM56-7B22,15/03/1999
N17752,Boeing,737,2 x CFMI CFM56-7B22,22/05/1999
N7867A,Boeing,737,2 x CFMI CFM56-7B20,18/09/2002
N14735,Boeing,737,2 x CFMI CFM56-7B24,07/09/1999
N27239,Boeing,737,2 x CFMI CFM56-7B26,24/09/1999
N14240,Boeing,737,2 x CFMI CFM56-7B26,29/09/1999
N17244,Boeing,737,2 x CFMI CFM56-7B26,15/10/1999
N17245,Boeing,737,2 x CFMI CFM56-7B26,19/10/1999
