tail_num,aircraft_manufacturer,aircraft_model,engine,first_flight
N14250,Boeing,737,2 x CFMI CFM56-7B26,24/11/1999
N3762Y,Boeing,737,2 x CFMI CFM56-7B26,26/09/2001
N3764D,Boeing,737,2 x CFMI CFM56-7B26,01/11/2001
N432WN,Boeing,737,2 x CFMI CFM56-7B24,07/03/2003
N365SR,Boeing,737,2 x CFMI CFM56-7B22,03/03/2003
N3759,Boeing,737,2 x CFMI CFM56-7B26,31/08/2001
N835BA,Boeing,737,2 x CFMI CFM56-7B26B1,07/02/2000
N27205,Boeing,737,2 x CFMI CFM56-7B26,10/07/2000
N33209,Boeing,737,2 x CFMI CFM56-7B26,17/08/2000
N26208,Boeing,737,2 x CFMI CFM56-7B26,14/08/2000
N7827A,Boeing,737,2 x CFMI CFM56-7B24,10/02/2003
N37277,Boeing,737,2 x CFMI CFM56-7B26,13/03/2002
N440LV,Boeing,737,2 x CFMI CFM56-7B24,19/07/2003
N441WN,Boeing,737,2 x CFMI CFM56-7B24,22/07/2003
N439WN,Boeing,737,2 x CFMI CFM56-7B24,16/07/2003
N435WN,Boeing,737,2 x CFMI CFM56-7B24,15/05/2003
N438WN,Boeing,737,2 x CFMI CFM56-7B24,10/07/2003
N626AS,Boeing,737,2 x CFMI CFM56-7B20,20/01/2001
N3766,Boeing,737,2 x CFMI CFM56-7B26,30/11/2001
N959AN,Boeing,737,2 x CFMI CFM56-7B24,16/03/2001
N3744F,Boeing,737,2 x CFMI CFM56-7B26,14/03/2001
N962AN,Boeing,737,2 x CFMI CFM56-7B24,13/04/2001
N627AS,Boeing,737,2 x CFMI CFM56-7B20,03/03/2001
N77258,Boeing,737,2 x CFMI CFM56-7B26,01/11/2000
N79279,Boeing,737,2 x CFMI CFM56-7B26,10/11/2003
N3758Y,Boeing,737,2 x CFMI CFM56-7B26,06/08/2001
N3760C,Boeing,737,2 x CFMI CFM56-7B26,10/09/2001
N449WN,Boeing,737,2 x CFMI CFM56-7B24,10/12/2003
N457WN,Boeing,737,2 x CFMI CFM56-7B24,31/03/2004
N458WN,Boeing,737,2 x CFMI CFM56-7B24,12/04/2004
N78285,Boeing,737,2 x CFMI CFM56-7B26,08/07/2004
N7874B,Boeing,737,2 x CFMI CFM56-7B20,13/04/2004
N917XA,Boeing,737,2 x CFMI CFM56-7B27,29/08/2002
N73275,Boeing,737,2 x CFMI CFM56-7B26,11/02/2002
N323AS,Boeing,737,2 x CFMI CFM56-7B24,06/02/2004
N476WN,Boeing,737,2 x CFMI CFM56-7B24,22/07/2004
N477WN,Boeing,737,2 x CFMI CFM56-7B24,30/07/2004
N310AG,Boeing,737,2 x CFMI CFM56-7B27B1,25/07/2001
N479WN,Boeing,737,2 x CFMI CFM56-7B24,10/08/2004
N480WN,Boeing,737,2 x CFMI CFM56-7B24,15/08/2004
N7702A,Boeing,737,2 x CFMI CFM56-7B24,28/07/2004
N5113A,Boeing,737,2 x CFMI CFM56-7B27,03/05/2002
N3753,Boeing,737,2 x CFMI CFM56-7B26,09/07/2001
N239WN,Boeing,737,2 x CFMI CFM56-7B24,15/05/2006
N249WN,Boeing,737,2 x CFMI CFM56-7B24,17/07/2006
N251WN,Boeing,737,2 x CFMI CFM56-7B24,07/08/2006
N7731A,Boeing,737,2 x CFMI CFM56-7B22,13/07/2006
N248WN,Boeing,737,2 x CFMI CFM56-7B24,14/07/2006
N7727A,Boeing,737,2 x CFMI CFM56-7B22,02/05/2006
N240WN,Boeing,737,2 x CFMI CFM56-7B24,19/05/2006
N562AS,Boeing,737,2 x CFMI CFM56-7B27,13/10/2006
N921AN,Boeing,737,2 x CFMI CFM56-7B24,27/09/1999
N754SW,Boeing,737,2 x CFMI CFM56-7B24,27/10/1999
N938AN,Boeing,737,2 x CFMI CFM56-7B24,12/07/2000
N7734H,Boeing,737,2 x CFMI CFM56-7B24,09/10/2006
N934AN,Boeing,737,2 x CFMI CFM56-7B24,03/05/2000
N930AN,Boeing,737,2 x CFMI CFM56-7B24,01/03/2000
N78506,Boeing,737,2 x CFMI CFM56-7B26,19/09/2006
N258WN,Boeing,737,2 x CFMI CFM56-7B24,02/10/2006
N924AN,Boeing,737,2 x CFMI CFM56-7B24,01/12/1999
N923AN,Boeing,737,2 x CFMI CFM56-7B24,27/10/1999
N7843A,Boeing,737,2 x CFMI CFM56-7B24,24/10/2006
N254WN,Boeing,737,2 x CFMI CFM56-7B24,28/08/2006
N250WN,Boeing,737,2 x CFMI CFM56-7B24,03/08/2006
N33286,Boeing,737,2 x CFMI CFM56-7B26,10/05/2004
N558AS,Boeing,737,2 x CFMI CFM56-7B27,11/08/2006
N76504,Boeing,737,2 x CFMI CFM56-7B26,22/08/2006
N7719A,Boeing,737,2 x CFMI CFM56-7B22,02/12/2005
N226WN,Boeing,737,2 x CFMI CFM56-7B24,15/11/2005
N7718B,Boeing,737,2 x CFMI CFM56-7B22,22/11/2005
N7717D,Boeing,737,2 x CFMI CFM56-7B22,21/10/2005
N7738A,Boeing,737,2 x CFMI CFM56-7B24,15/12/2006
N563AS,Boeing,737,2 x CFMI CFM56-7B27,16/10/2006
N474WN,Boeing,737,2 x CFMI CFM56-7B24,14/07/2004
N473WN,Boeing,737,2 x CFMI CFM56-7B24,09/07/2004
N259WN,Boeing,737,2 x CFMI CFM56-7B24,23/10/2006
N261WN,Boeing,737,2 x CFMI CFM56-7B24,30/11/2006
N7739A,Boeing,737,2 x CFMI CFM56-7B24,17/12/2006
N276EA,Boeing,737,2 x CFMI CFM56-7B24,15/11/2006
N260WN,Boeing,737,2 x CFMI CFM56-7B24,09/11/2006
N7736A,Boeing,737,2 x CFMI CFM56-7B24,21/11/2006
N7849A,Boeing,737,2 x CFMI CFM56-7B26,03/03/2006
N5227A,Boeing,737,2 x CFMI CFM56-7B26,25/02/2004
N757LV,Boeing,737,2 x CFMI CFM56-7B24,09/11/1999
N7742B,Boeing,737,2 x CFMI CFM56-7B24,09/02/2007
N264LV,Boeing,737,2 x CFMI CFM56-7B24,10/01/2007
N7741C,Boeing,737,2 x CFMI CFM56-7B24,30/01/2007
N267WN,Boeing,737,2 x CFMI CFM56-7B24,16/02/2007
N7949A,Boeing,737,2 x CFMI CFM56-7B26,07/01/2004
N570AS,Boeing,737,2 x CFMI CFM56-7B27,06/03/2007
N269WN,Boeing,737,2 x CFMI CFM56-7B24,02/03/2007
N265WN,Boeing,737,2 x CFMI CFM56-7B24,24/01/2007
N7730A,Boeing,737,2 x CFMI CFM56-7B24,07/07/2006
N33289,Boeing,737,2 x CFMI CFM56-7B26,13/06/2004
N828SY,Boeing,737,2 x CFMI CFM56-7B26,07/06/2006
N245WN,Boeing,737,2 x CFMI CFM56-7B24,16/06/2006
N275WN,Boeing,737,2 x CFMI CFM56-7B24,24/04/2007
N827SY,Boeing,737,2 x CFMI CFM56-7B26,12/05/2006
N7726A,Boeing,737,2 x CFMI CFM56-7B24,26/04/2006
N464WN,Boeing,737,2 x CFMI CFM56-7B24,27/05/2004
N805SY,Boeing,737,2 x CFMI CFM56-7B27,10/10/2001
N303AS,Boeing,737,2 x CFMI CFM56-7B24,18/10/2000
N5693A,Boeing,737,2 x CFMI CFM56-7B26,31/07/1999
N467WN,Boeing,737,2 x CFMI CFM56-7B24,03/06/2004
N76502,Boeing,737,2 x CFMI CFM56-7B26,29/07/2006
N7704B,Boeing,737,2 x CFMI CFM56-7B24,02/09/2004
N16756,Boeing,737,2 x CFMI CFM56-7B22,25/08/2004
N7729A,Boeing,737,2 x CFMI CFM56-7B22,08/06/2006
N469WN,Boeing,737,2 x CFMI CFM56-7B24,10/06/2004
N823SY,Boeing,737,2 x CFMI CFM56-7B26,19/09/2004
N483WN,Boeing,737,2 x CFMI CFM56-7B24,30/08/2004
N490WN,Boeing,737,2 x CFMI CFM56-7B24,07/10/2004
N488WN,Boeing,737,2 x CFMI CFM56-7B24,30/09/2004
N565AS,Boeing,737,2 x CFMI CFM56-7B27,04/12/2006
N950AN,Boeing,737,2 x CFMI CFM56-7B24,08/11/2000
N255WN,Boeing,737,2 x CFMI CFM56-7B24,01/09/2006
N7733B,Boeing,737,2 x CFMI CFM56-7B22,14/09/2006
N496WN,Boeing,737,2 x CFMI CFM56-7B24,11/12/2004
N76505,Boeing,737,2 x CFMI CFM56-7B26,31/08/2006
N7855A,Boeing,737,2 x CFMI CFM56-7B24,04/01/2005
N494WN,Boeing,737,2 x CFMI CFM56-7B24,01/12/2004
N481WN,Boeing,737,2 x CFMI CFM56-7B24,19/08/2004
N7877H,Boeing,737,2 x CFMI CFM56-7B20,17/02/2005
N956AN,Boeing,737,2 x CFMI CFM56-7B24,01/02/2001
N961AN,Boeing,737,2 x CFMI CFM56-7B24,09/04/2001
N272WN,Boeing,737,2 x CFMI CFM56-7B24,16/03/2007
N7813P,Boeing,737,2 x CFMI CFM56-7B22,20/07/2001
N342AM,Boeing,737,2 x CFMI CFM56-7B27,23/05/2005
N262WN,Boeing,737,2 x CFMI CFM56-7B24,08/12/2006
N7737E,Boeing,737,2 x CFMI CFM56-7B24,29/11/2006
N279WN,Boeing,737,2 x CFMI CFM56-7B24,25/05/2007
N613AS,Boeing,737,2 x CFMI CFM56-7B20,11/11/1999
N566AS,Boeing,737,2 x CFMI CFM56-7B27,15/01/2007
N268WN,Boeing,737,2 x CFMI CFM56-7B24,20/02/2007
N569AS,Boeing,737,2 x CFMI CFM56-7B27,14/02/2007
N579AS,Boeing,737,2 x CFMI CFM56-7B27,22/03/2007
N7744A,Boeing,737,2 x CFMI CFM56-7B24,10/03/2007
N266WN,Boeing,737,2 x CFMI CFM56-7B24,02/02/2007
N237WN,Boeing,737,2 x CFMI CFM56-7B24,14/04/2006
N218WN,Boeing,737,2 x CFMI CFM56-7B24,22/06/2005
N557WN,Boeing,737,2 x CFMI CFM56-7B20,20/10/2000
N274WN,Boeing,737,2 x CFMI CFM56-7B24,10/04/2007
N7716A,Boeing,737,2 x CFMI CFM56-7B22,16/09/2005
N37290,Boeing,737,2 x CFMI CFM56-7B26,25/08/2004
N945AN,Boeing,737,2 x CFMI CFM56-7B24,29/08/2000
N277WN,Boeing,737,2 x CFMI CFM56-7B24,15/05/2007
N942AN,Boeing,737,2 x CFMI CFM56-7B24,26/07/2000
N280WN,Boeing,737,2 x CFMI CFM56-7B24,06/06/2007
N289CT,Boeing,737,2 x CFMI CFM56-7B24,06/08/2007
N291WN,Boeing,737,2 x CFMI CFM56-7B24,29/08/2007
N292WN,Boeing,737,2 x CFMI CFM56-7B24,10/09/2007
N288WN,Boeing,737,2 x CFMI CFM56-7B24,31/07/2007
N976AN,Boeing,737,2 x CFMI CFM56-7B24,06/11/2001
N7884G,Boeing,737,2 x CFMI CFM56-7B22,11/06/2001
N550WN,Boeing,737,2 x CFMI CFM56-7B22,07/11/2001
N585AS,Boeing,737,2 x CFMI CFM56-7B27,07/09/2007
N296WN,Boeing,737,2 x CFMI CFM56-7B24,10/10/2007
N297WN,Boeing,737,2 x CFMI CFM56-7B24,15/10/2007
N622AS,Boeing,737,2 x CFMI CFM56-7B20,01/09/2000
N904WN,Boeing,737,2 x CFMI CFM56-7B24,19/12/2007
N382DA,Boeing,737,2 x CFMI CFM56-7B26,22/09/1999
N76508,Boeing,737,2 x CFMI CFM56-7B26,31/01/2008
N39415,Boeing,737,2 x CFMI CFM56-7B26,04/02/2008
N909WN,Boeing,737,2 x CFMI CFM56-7B24,07/02/2008
N903WN,Boeing,737,2 x CFMI CFM56-7B24,10/12/2007
N908WN,Boeing,737,2 x CFMI CFM56-7B24,28/01/2008
N905WN,Boeing,737,2 x CFMI CFM56-7B24,09/01/2008
N87507,Boeing,737,2 x CFMI CFM56-7B26,08/01/2008
N737AT,Boeing,737,2 x CFM56-7B26B1,17/10/2007
N299WN,Boeing,737,2 x CFMI CFM56-7B24,06/11/2007
N247WN,Boeing,737,2 x CFMI CFM56-7B24,29/06/2006
N7881A,Boeing,737,2 x CFMI CFM56-7B24,20/03/2008
N37419,Boeing,737,2 x CFMI CFM56-7B26,11/03/2008
N7751A,Boeing,737,2 x CFMI CFM56-7B24,Unknown
N915WN,Boeing,737,2 x CFMI CFM56-7B24,03/03/2008
N257WN,Boeing,737,2 x CFMI CFM56-7B24,20/09/2006
N276WN,Boeing,737,2 x CFMI CFM56-7B24,30/04/2007
N921WN,Boeing,737,2 x CFMI CFM56-7B24,23/04/2008
N77510,Boeing,737,2 x CFMI CFM56-7B26,14/04/2008
N27421,Boeing,737,2 x CFMI CFM56-7B26,02/04/2008
N37420,Boeing,737,2 x CFMI CFM56-7B26,21/03/2008
N917WN,Boeing,737,2 x CFMI CFM56-7B24,17/03/2008
N916WN,Boeing,737,2 x CFMI CFM56-7B24,14/03/2008
N7752B,Boeing,737,2 x CFMI CFM56-7B24,12/03/2008
N924WN,Boeing,737,2 x CFMI CFM56-7B24,03/06/2008
N75426,Boeing,737,2 x CFMI CFM56-7B26,15/07/2008
N922WN,Boeing,737,2 x CFMI CFM56-7B24,12/05/2008
N7747C,Boeing,737,2 x CFMI CFM56-7B24,15/06/2007
N506AS,Boeing,737,2 x CFMI CFM56-7B27,31/05/2008
N76515,Boeing,737,2 x CFMI CFM56-7B26,16/08/2008
N981AN,Boeing,737,2 x CFMI CFM56-7B24,07/04/2009
N926WN,Boeing,737,2 x CFMI CFM56-7B24,24/06/2008
N75429,Boeing,737,2 x CFMI CFM56-7B26,05/12/2008
N516AS,Boeing,737,2 x CFMI CFM56-7B27,01/12/2008
N77518,Boeing,737,2 x CFMI CFM56-7B26,15/12/2008
N518AS,Boeing,737,2 x CFMI CFM56-7B27,17/01/2009
N979AN,Boeing,737,2 x CFMI CFM56-7B24,08/03/2009
N590AS,Boeing,737,2 x CFMI CFM56-7B27,20/12/2007
N7840A,Boeing,737,2 x CFMI CFM56-7B22,08/11/2000
N7842A,Boeing,737,2 x CFMI CFM56-7B22,30/11/2000
N7839A,Boeing,737,2 x CFMI CFM56-7B22,01/08/2001
N564WN,Boeing,737,2 x CFMI CFM56-7B22,21/05/2002
N935WN,Boeing,737,2 x CFMI CFM56-7B24,22/04/2009
N7750A,Boeing,737,2 x CFMI CFM56-7B24,23/01/2008
N987AN,Boeing,737,2 x CFMI CFM56-7B24,09/05/2009
N558WN,Boeing,737,2 x CFMI CFM56-7B22,09/04/2002
N990AN,Boeing,737,2 x CFMI CFM56-7B24,08/06/2009
N913WN,Boeing,737,2 x CFMI CFM56-7B24,21/02/2008
N800NN,Boeing,737,2 x CFMI CFM56-7B24,06/07/2009
N293WN,Boeing,737,2 x CFMI CFM56-7B24,13/09/2007
N801NN,Boeing,737,2 x CFMI CFM56-7B24,14/07/2009
N806NN,Boeing,737,2 x CFMI CFM56-7B24,03/09/2009
N965NN,Boeing,737,2 x CFMI CFM56-7B24,16/01/2015
N8657B,Boeing,737,2 x CFMI CFM56-7B27E,19/12/2014
N8652B,Boeing,737,2 x CFMI CFM56-7B27E,22/10/2014
N961NN,Boeing,737,2 x CFMI CFM56-7B24,05/11/2014
N959NN,Boeing,737,2 x CFMI CFM56-7B24,14/10/2014
N820SY,Boeing,737,2 x CFMI CFM56-7B24,31/10/2014
N955NN,Boeing,737,2 x CFMI CFM56-7B24,21/11/2014
N962NN,Boeing,737,2 x CFMI CFM56-7B24,17/11/2014
N8654B,Boeing,737,2 x CFMI CFM56-7B27E,03/12/2014
N66837,Boeing,737,2 x CFMI CFM56-7B26,02/11/2014
N8660A,Boeing,737,2 x CFMI CFM56-7B27E,31/01/2015
N8643A,Boeing,737,2 x CFMI CFM56-7B27E,18/11/2014
N960NN,Boeing,737,2 x CFMI CFM56-7B24,23/10/2014
N967NN,Boeing,737,2 x CFMI CFM56-7B24,18/02/2015
N67845,Boeing,737,2 x CFMI CFM56-7B26,09/02/2015
N832DN,Boeing,737,2 x CFMI CFM56-7BE,11/01/2015
N8661A,Boeing,737,2 x CFMI CFM56-7B27E,05/02/2015
N964NN,Boeing,737,2 x CFMI CFM56-7B24,18/12/2014
N8658A,Boeing,737,2 x CFMI CFM56-7B27E,22/12/2014
N8659D,Boeing,737,2 x CFMI CFM56-7B27E,28/01/2015
N8662F,Boeing,737,2 x CFMI CFM56-7B27E,24/02/2015
N966NN,Boeing,737,2 x CFMI CFM56-7B24,13/02/2015
N871NN,Boeing,737,2 x CFMI CFM56-7B24,24/07/2011
N963WN,Boeing,737,2 x CFMI CFM56-7B24,18/07/2011
N301SR,Boeing,737,2 x CFMI CFM56-7B27EB3,19/07/2011
N872NN,Boeing,737,2 x CFMI CFM56-7B24,30/07/2011
N874NN,Boeing,737,2 x CFMI CFM56-7B24,22/08/2011
N873NN,Boeing,737,2 x CFMI CFM56-7B24,01/09/2011
N965WN,Boeing,737,2 x CFMI CFM56-7B24,31/08/2011
N870NN,Boeing,737,2 x CFMI CFM56-7B24,09/08/2011
N964WN,Boeing,737,2 x CFMI CFM56-7B24,16/08/2011
N834SY,Boeing,737,2 x CFMI CFM56-7B26,26/04/2011
N956WN,Boeing,737,2 x CFMI CFM56-7B24,14/04/2011
N958WN,Boeing,737,2 x CFMI CFM56-7B24,13/05/2011
N957WN,Boeing,737,2 x CFMI CFM56-7B24,10/05/2011
N73445,Boeing,737,2 x CFMI CFM56-7B26,05/04/2011
N833SY,Boeing,737,2 x CFMI CFM56-7B26,07/04/2011
N867NN,Boeing,737,2 x CFMI CFM56-7B24,21/04/2011
N368AR,Boeing,737,2 x CFMI CFM56-7B27,06/06/2011
N868NN,Boeing,737,2 x CFMI CFM56-7B24,23/05/2011
N959WN,Boeing,737,2 x CFMI CFM56-7B24,25/06/2011
N869NN,Boeing,737,2 x CFMI CFM56-7B24,11/06/2011
N882NN,Boeing,737,2 x CFMI CFM56-7B24,12/12/2011
N883NN,Boeing,737,2 x CFMI CFM56-7B24,21/12/2011
N843NN,Boeing,737,2 x CFMI CFM56-7B24,21/06/2010
N87527,Boeing,737,2 x CFMI CFM56-7B26,10/06/2010
N3773D,Boeing,737,2 x CFMI CFM56-7B26,01/07/2010
N849NN,Boeing,737,2 x CFMI CFM56-7B24,04/08/2010
N847NN,Boeing,737,2 x CFMI CFM56-7B24,23/07/2010
N850NN,Boeing,737,2 x CFMI CFM56-7B24,11/08/2010
N76519,Boeing,737,2 x CFMI CFM56-7B26,16/12/2009
N77525,Boeing,737,2 x CFMI CFM56-7B26,17/08/2010
N77520,Boeing,737,2 x CFMI CFM56-7B26,18/01/2010
N851NN,Boeing,737,2 x CFMI CFM56-7B24,19/08/2010
N951WN,Boeing,737,2 x CFMI CFM56-7B24,19/08/2010
N949WN,Boeing,737,2 x CFMI CFM56-7B24,20/07/2010
N846NN,Boeing,737,2 x CFMI CFM56-7B24,16/07/2010
N950WN,Boeing,737,2 x CFMI CFM56-7B24,29/07/2010
N848NN,Boeing,737,2 x CFMI CFM56-7B24,31/07/2010
N737GG,Boeing,737,2 x CFMI CFM56-7B26,31/07/2010
N962WN,Boeing,737,2 x CFMI CFM56-7B24,19/07/2011
N77530,Boeing,737,2 x CFMI CFM56-7B26,15/02/2011
N535AS,Boeing,737,2 x CFMI CFM56-7B27,07/02/2011
N533AS,Boeing,737,2 x CFMI CFM56-7B27,15/12/2010
N960WN,Boeing,737,2 x CFMI CFM56-7B24,07/07/2011
N954WN,Boeing,737,2 x CFMI CFM56-7B24,26/01/2011
N955WN,Boeing,737,2 x CFMI CFM56-7B24,20/03/2011
N87531,Boeing,737,2 x CFMI CFM56-7B26,22/02/2011
N555LV,Boeing,737,2 x CFMI CFM56-7B24,05/03/2011
N832SY,Boeing,737,2 x CFMI CFM56-7B26,01/03/2011
N556WN,Boeing,737,2 x CFMI CFM56-7B24,30/03/2011
N76528,Boeing,737,2 x CFMI CFM56-7B26,09/11/2010
N76529,Boeing,737,2 x CFMI CFM56-7B26,27/11/2010
N952WN,Boeing,737,2 x CFMI CFM56-7B24,16/11/2010
N865NN,Boeing,737,2 x CFMI CFM56-7B24,01/12/2010
N864NN,Boeing,737,2 x CFMI CFM56-7B24,20/11/2010
N863NN,Boeing,737,2 x CFMI CFM56-7B24,15/11/2010
N862NN,Boeing,737,2 x CFMI CFM56-7B24,13/11/2010
N861NN,Boeing,737,2 x CFMI CFM56-7B24,02/11/2010
N857NN,Boeing,737,2 x CFMI CFM56-7B24,02/10/2010
N860NN,Boeing,737,2 x CFMI CFM56-7B24,27/10/2010
N534AS,Boeing,737,2 x CFMI CFM56-7B27,07/01/2011
N866NN,Boeing,737,2 x CFMI CFM56-7B24,03/12/2010
N36444,Boeing,737,2 x CFMI CFM56-7B26,15/11/2010
N953WN,Boeing,737,2 x CFMI CFM56-7B24,13/12/2010
N913NN,Boeing,737,2 x CFMI CFM56-7B24,03/01/2013
N37466,Boeing,737,2 x CFMI CFM56-7B26,22/01/2013
N8609A,Boeing,737,2 x CFMI CFM56-7B27E,23/01/2013
N917NN,Boeing,737,2 x CFMI CFM56-7B24,29/01/2013
N38467,Boeing,737,2 x CFMI CFM56-7B26,31/01/2013
N918NN,Boeing,737,2 x CFMI CFM56-7B24,06/02/2013
N8606C,Boeing,737,2 x CFMI CFM56-7B27E,07/01/2013
N8607M,Boeing,737,2 x CFMI CFM56-7B27E,10/01/2013
N914NN,Boeing,737,2 x CFMI CFM56-7B24,10/01/2013
N915NN,Boeing,737,2 x CFMI CFM56-7B24,14/01/2013
N8608N,Boeing,737,2 x CFMI CFM56-7B27E,15/01/2013
N920NN,Boeing,737,2 x CFMI CFM56-7B24,22/02/2013
N36469,Boeing,737,2 x CFMI CFM56-7B26,25/02/2013
N8611F,Boeing,737,2 x CFMI CFM56-7B27E,22/02/2013
N916NN,Boeing,737,2 x CFMI CFM56-7B24,24/01/2013
N919NN,Boeing,737,2 x CFMI CFM56-7B24,14/02/2013
N8610A,Boeing,737,2 x CFMI CFM56-7B27E,20/02/2013
N8323C,Boeing,737,2 x CFMI CFM56-7B27E,16/10/2012
N37462,Boeing,737,2 x CFMI CFM56-7B26,06/11/2012
N908NN,Boeing,737,2 x CFMI CFM56-7B24,05/11/2012
N909NN,Boeing,737,2 x CFMI CFM56-7B24,08/11/2012
N407AS,Boeing,737,2 x  CFMI CFM56-7B27E,27/11/2012
N533DS,Boeing,737,2 x CFMI CFM56-7B27E,30/10/2012
N907NN,Boeing,737,2 x CFMI CFM56-7B24,18/10/2012
N8324A,Boeing,737,2 x CFMI CFM56-7B27E,22/10/2012
N403AS,Boeing,737,2 x  CFMI CFM56-7B27E,26/10/2012
N910NN,Boeing,737,2 x CFMI CFM56-7B24,26/11/2012
N912NN,Boeing,737,2 x CFMI CFM56-7B24,04/12/2012
N37464,Boeing,737,2 x CFMI CFM56-7B26,07/12/2012
N8605E,Boeing,737,2 x CFMI CFM56-7B27E,11/12/2012
N8329B,Boeing,737,2 x CFMI CFM56-7B27E,09/12/2012
N408AS,Boeing,737,2 x  CFMI CFM56-7B27E,10/12/2012
N8328A,Boeing,737,2 x CFMI CFM56-7B27E,06/12/2012
N8327A,Boeing,737,2 x CFMI CFM56-7B27E,16/11/2012
N8326F,Boeing,737,2 x CFMI CFM56-7B27E,13/11/2012
N8325D,Boeing,737,2 x CFMI CFM56-7B27E,10/11/2012
N938NN,Boeing,737,2 x CFMI CFM56-7B24,30/08/2013
N774DE,Boeing,737,2 x CFMI CFM56-7B26,06/12/2012
N929NN,Boeing,737,2 x CFMI CFM56-7B24,30/05/2013
N928NN,Boeing,737,2 x CFMI CFM56-7B24,17/05/2013
N931NN,Boeing,737,2 x CFMI CFM56-7B24,24/06/2013
N932NN,Boeing,737,2 x CFMI CFM56-7B24,27/06/2013
N775DE,Boeing,737,2 x CFMI CFM56-7B26,02/07/2013
N930NN,Boeing,737,2 x CFMI CFM56-7B24,11/06/2013
N36476,Boeing,737,2 x CFMI CFM56-7B26,17/06/2013
N37471,Boeing,737,2 x CFMI CFM56-7B26,30/03/2013
N8612K,Boeing,737,2 x CFMI CFM56-7B27E,11/03/2013
N419AS,Boeing,737,2 x  CFMI CFM56-7B27E,21/03/2013
N922NN,Boeing,737,2 x CFMI CFM56-7B24,19/03/2013
N8613K,Boeing,737,2 x CFMI CFM56-7B27E,18/03/2013
N37470,Boeing,737,2 x CFMI CFM56-7B26,12/03/2013
N921NN,Boeing,737,2 x CFMI CFM56-7B24,11/03/2013
N413AS,Boeing,737,2 x  CFMI CFM56-7B27E,12/03/2013
N38473,Boeing,737,2 x CFMI CFM56-7B26,26/04/2013
N423AS,Boeing,737,2 x  CFMI CFM56-7B27E,08/04/2013
N8614M,Boeing,737,2 x CFMI CFM56-7B27E,10/04/2013
N923NN,Boeing,737,2 x CFMI CFM56-7B24,27/03/2013
N37474,Boeing,737,2 x CFMI CFM56-7B26,03/05/2013
N927NN,Boeing,737,2 x CFMI CFM56-7B24,03/05/2013
N926NN,Boeing,737,2 x CFMI CFM56-7B24,26/04/2013
N36472,Boeing,737,2 x CFMI CFM56-7B26,19/04/2013
N924NN,Boeing,737,2 x CFMI CFM56-7B24,19/04/2013
N925NN,Boeing,737,2 x CFMI CFM56-7B24,22/04/2013
N891NN,Boeing,737,2 x CFMI CFM56-7B24,21/04/2012
N8305E,Boeing,737,2 x CFMI CFM56-7B27E,06/04/2012
N8307K,Boeing,737,2 x CFMI CFM56-7B27E,27/04/2012
N8308K,Boeing,737,2 x CFMI CFM56-7B27E,02/05/2012
N890NN,Boeing,737,2 x CFMI CFM56-7B24,02/04/2012
N8600F,Boeing,737,2 x CFMI CFM56-7B27E,10/04/2012
N8306H,Boeing,737,2 x CFMI CFM56-7B27E,16/04/2012
N68452,Boeing,737,2 x CFMI CFM56-7B26,02/05/2012
N8601C,Boeing,737,2 x CFMI CFM56-7B27E,17/05/2012
N8310C,Boeing,737,2 x CFMI CFM56-7B27E,23/05/2012
N538AS,Boeing,737,2 x CFMI CFM56-7B27,08/05/2012
N894NN,Boeing,737,2 x CFMI CFM56-7B24,30/05/2012
N38454,Boeing,737,2 x CFMI CFM56-7B26,29/05/2012
N8602F,Boeing,737,2 x CFMI CFM56-7B27E,18/05/2012
N892NN,Boeing,737,2 x CFMI CFM56-7B24,04/05/2012
N8309C,Boeing,737,2 x CFMI CFM56-7B27E,10/05/2012
N893NN,Boeing,737,2 x CFMI CFM56-7B24,15/05/2012
N68453,Boeing,737,2 x CFMI CFM56-7B26,15/05/2012
N8603F,Boeing,737,2 x CFMI CFM56-7B27E,04/06/2012
N78448,Boeing,737,2 x CFMI CFM56-7B26,17/02/2012
N886NN,Boeing,737,2 x CFMI CFM56-7B24,20/02/2012
N887NN,Boeing,737,2 x CFMI CFM56-7B24,29/02/2012
N885NN,Boeing,737,2 x CFMI CFM56-7B24,06/02/2012
N8303R,Boeing,737,2 x CFMI CFM56-7B27E,26/03/2012
N38451,Boeing,737,2 x CFMI CFM56-7B26,29/03/2012
N8302F,Boeing,737,2 x CFMI CFM56-7B27E,15/03/2012
N38459,Boeing,737,2 x CFMI CFM56-7B26,04/09/2012
N81449,Boeing,737,2 x CFMI CFM56-7B26,14/03/2012
N889NN,Boeing,737,2 x CFMI CFM56-7B24,14/03/2012
N8320J,Boeing,737,2 x CFMI CFM56-7B27E,23/08/2012
N8319F,Boeing,737,2 x CFMI CFM56-7B27E,23/08/2012
N902NN,Boeing,737,2 x CFMI CFM56-7B24,23/08/2012
N28457,Boeing,737,2 x CFMI CFM56-7B26,04/09/2012
N37456,Boeing,737,2 x CFMI CFM56-7B26,21/08/2012
N903NN,Boeing,737,2 x CFMI CFM56-7B24,05/09/2012
N38458,Boeing,737,2 x CFMI CFM56-7B26,10/09/2012
N905NN,Boeing,737,2 x CFMI CFM56-7B24,27/09/2012
N402AS,Boeing,737,2 x  CFMI CFM56-7B27E,29/09/2012
N906NN,Boeing,737,2 x CFMI CFM56-7B24,09/10/2012
